year,country,iso3,currency_code,region,decade,gasoline_usd_per_liter,gasoline_usd_per_gallon,gasoline_real_2024usd,diesel_usd_per_liter,diesel_real_2024usd,lpg_usd_per_liter,gasoline_local_currency,gasoline_yoy_pct_change,diesel_yoy_pct_change,price_tier,tax_pct_of_pump_price,pretax_price_usd_ltr,subsidy_flag,subsidy_regime,is_oil_producer,crude_oil_usd_per_barrel,crude_oil_usd_per_liter,refinery_margin_usd_ltr,oil_price_shock_idx,us_cpi,inflation_deflator_2024
1974,South Korea,KOR,KRW,Asia,1970s,0.1112,0.4209,0.7083,0.0985,0.6274,0.0792,146.784,18.55,17.68,Very Low (<$0.30),41.6,0.0649,0,none,0,9.35,0.0588,0.0524,1.55,49.3,6.3692
1975,South Korea,KOR,KRW,Asia,1970s,0.128,0.4845,0.7471,0.1183,0.6904,0.091,168.96,15.11,20.1,Very Low (<$0.30),41.6,0.0748,0,none,0,10.72,0.0674,0.0606,1.0,53.8,5.8364
1976,South Korea,KOR,KRW,Asia,1970s,0.1561,0.5909,0.8614,0.1395,0.7698,0.1095,206.052,21.95,17.92,Very Low (<$0.30),41.6,0.0912,0,none,0,11.51,0.0724,0.0837,1.0,56.9,5.5185
1977,South Korea,KOR,KRW,Asia,1970s,0.1901,0.7196,0.985,0.172,0.8912,0.1361,250.932,21.78,23.3,Very Low (<$0.30),41.6,0.111,0,none,0,13.92,0.0876,0.1025,1.0,60.6,5.1815
1978,South Korea,KOR,KRW,Asia,1970s,0.2342,0.8865,1.1279,0.206,0.9921,0.1705,309.144,23.2,19.77,Very Low (<$0.30),41.6,0.1368,0,none,0,14.02,0.0882,0.146,1.0,65.2,4.816
1979,South Korea,KOR,KRW,Asia,1970s,0.2929,1.1087,1.2668,0.2634,1.1392,0.2078,386.628,25.06,27.86,Very Low (<$0.30),41.6,0.1711,0,none,0,31.61,0.1988,0.0941,1.3,72.6,4.3251
1980,South Korea,KOR,KRW,Asia,1980s,0.3452,1.3067,1.3154,0.3047,1.1611,0.2503,455.664,17.86,15.68,Low ($0.30–$0.70),52.0,0.1657,0,none,0,36.83,0.2317,0.1135,1.25,82.4,3.8107
1981,South Korea,KOR,KRW,Asia,1980s,0.3687,1.3957,1.2736,0.3337,1.1527,0.2573,486.684,6.81,9.52,Low ($0.30–$0.70),52.1,0.1766,0,none,0,35.75,0.2249,0.1438,1.0,90.9,3.4543
1982,South Korea,KOR,KRW,Asia,1980s,0.3801,1.4388,1.2368,0.3412,1.1102,0.2805,501.732,3.09,2.25,Low ($0.30–$0.70),52.2,0.1817,0,none,0,31.82,0.2001,0.18,1.0,96.5,3.2539
1983,South Korea,KOR,KRW,Asia,1980s,0.4067,1.5395,1.2822,0.3708,1.169,0.2835,536.844,7.0,8.68,Low ($0.30–$0.70),52.2,0.1944,0,none,0,29.55,0.1859,0.2208,1.0,99.6,3.1526
1984,South Korea,KOR,KRW,Asia,1980s,0.4137,1.566,1.2503,0.3661,1.1064,0.2968,546.084,1.72,-1.27,Low ($0.30–$0.70),52.3,0.1973,0,none,0,28.78,0.181,0.2327,1.0,103.9,3.0221
1985,South Korea,KOR,KRW,Asia,1980s,0.4384,1.6595,1.2793,0.399,1.1644,0.3175,578.688,5.97,8.99,Low ($0.30–$0.70),52.4,0.2087,0,none,0,27.56,0.1733,0.2651,1.0,107.6,2.9182
1986,South Korea,KOR,KRW,Asia,1980s,0.453,1.7148,1.2978,0.3988,1.1425,0.3266,597.96,3.33,-0.05,Low ($0.30–$0.70),52.5,0.2152,0,none,0,14.43,0.0908,0.3622,0.75,109.6,2.865
1987,South Korea,KOR,KRW,Asia,1980s,0.4652,1.761,1.2859,0.4253,1.1756,0.3346,614.064,2.69,6.64,Low ($0.30–$0.70),52.5,0.221,0,none,0,18.44,0.116,0.3492,1.0,113.6,2.7641
1988,South Korea,KOR,KRW,Asia,1980s,0.498,1.8851,1.3218,0.4424,1.1742,0.3584,657.36,7.05,4.02,Low ($0.30–$0.70),52.6,0.2361,0,none,0,14.92,0.0938,0.4042,1.0,118.3,2.6543
1989,South Korea,KOR,KRW,Asia,1980s,0.5093,1.9279,1.2897,0.4503,1.1403,0.3618,672.276,2.27,1.79,Low ($0.30–$0.70),52.7,0.2409,0,none,0,18.33,0.1153,0.394,1.0,124.0,2.5323
1990,South Korea,KOR,KRW,Asia,1990s,0.5182,1.9616,1.2449,0.4661,1.1198,0.3762,684.024,1.75,3.51,Low ($0.30–$0.70),52.8,0.2446,0,none,0,23.73,0.1493,0.3689,1.0,130.7,2.4024
1991,South Korea,KOR,KRW,Asia,1990s,0.5674,2.1478,1.3081,0.5161,1.1898,0.407,748.968,9.49,10.73,Low ($0.30–$0.70),52.9,0.2672,0,none,0,20.2,0.1271,0.4403,1.0,136.2,2.3054
1992,South Korea,KOR,KRW,Asia,1990s,0.6081,2.3019,1.361,0.558,1.2488,0.4165,802.692,7.17,8.12,Low ($0.30–$0.70),52.9,0.2864,0,none,0,19.32,0.1215,0.4866,1.0,140.3,2.2381
1993,South Korea,KOR,KRW,Asia,1990s,0.6669,2.5245,1.4492,0.6038,1.3121,0.483,880.308,9.67,8.21,Low ($0.30–$0.70),53.0,0.3134,0,none,0,16.97,0.1067,0.5602,1.0,144.5,2.173
1994,South Korea,KOR,KRW,Asia,1990s,0.7119,2.6948,1.5083,0.6349,1.3452,0.5248,939.708,6.75,5.15,Medium ($0.70–$1.10),53.1,0.3339,0,none,0,15.82,0.0995,0.6124,1.0,148.2,2.1188
1995,South Korea,KOR,KRW,Asia,1990s,0.7563,2.8629,1.5583,0.6705,1.3815,0.5467,998.316,6.24,5.61,Medium ($0.70–$1.10),53.2,0.3539,0,none,0,17.02,0.1071,0.6492,1.0,152.4,2.0604
1996,South Korea,KOR,KRW,Asia,1990s,0.7878,2.9821,1.5766,0.7209,1.4427,0.5559,1039.896,4.17,7.52,Medium ($0.70–$1.10),53.2,0.3687,0,none,0,22.12,0.1391,0.6487,1.0,156.9,2.0013
1997,South Korea,KOR,KRW,Asia,1990s,0.7962,3.0139,1.5577,0.7155,1.3998,0.5784,1050.984,1.07,-0.75,Medium ($0.70–$1.10),53.3,0.3718,0,none,0,19.09,0.1201,0.6761,1.0,160.5,1.9564
1998,South Korea,KOR,KRW,Asia,1990s,0.8272,3.1313,1.5935,0.7493,1.4434,0.6063,1091.904,3.89,4.72,Medium ($0.70–$1.10),53.4,0.3855,0,none,0,13.07,0.0822,0.745,0.82,163.0,1.9264
1999,South Korea,KOR,KRW,Asia,1990s,0.8947,3.3868,1.6863,0.7954,1.4991,0.6505,1181.004,8.16,6.15,Medium ($0.70–$1.10),53.5,0.416,0,none,0,17.97,0.113,0.7817,1.0,166.6,1.8848
2000,South Korea,KOR,KRW,Asia,2000s,0.8841,3.3467,1.6121,0.7883,1.4374,0.6418,1167.012,-1.18,-0.89,Medium ($0.70–$1.10),53.6,0.4102,0,none,0,30.38,0.1911,0.693,1.0,172.2,1.8235
2001,South Korea,KOR,KRW,Asia,2000s,0.9465,3.5829,1.6782,0.8276,1.4673,0.6922,1249.38,7.06,4.99,Medium ($0.70–$1.10),53.6,0.4392,0,none,0,25.93,0.1631,0.7834,1.0,177.1,1.773
2002,South Korea,KOR,KRW,Asia,2000s,1.0101,3.8236,1.763,0.9187,1.6035,0.7433,1333.332,6.72,11.01,Medium ($0.70–$1.10),53.7,0.4677,0,none,0,26.15,0.1645,0.8456,1.0,179.9,1.7454
2003,South Korea,KOR,KRW,Asia,2000s,1.044,3.952,1.7816,0.9396,1.6034,0.7495,1378.08,3.36,2.27,Medium ($0.70–$1.10),53.8,0.4823,0,none,0,31.07,0.1954,0.8486,1.0,184.0,1.7065
2004,South Korea,KOR,KRW,Asia,2000s,1.0955,4.1469,1.821,0.9999,1.6621,0.77,1446.06,4.93,6.42,Medium ($0.70–$1.10),53.9,0.505,0,none,0,41.49,0.261,0.8345,1.0,188.9,1.6623
2005,South Korea,KOR,KRW,Asia,2000s,1.1639,4.4058,1.8713,1.0604,1.7049,0.8402,1536.348,6.24,6.05,High ($1.10–$1.60),54.0,0.5354,0,none,0,56.59,0.3559,0.808,1.0,195.3,1.6078
2006,South Korea,KOR,KRW,Asia,2000s,1.2728,4.8181,1.9824,1.1798,1.8376,0.8894,1680.096,9.36,11.26,High ($1.10–$1.60),54.0,0.5855,0,none,0,66.02,0.4153,0.8575,1.0,201.6,1.5575
2007,South Korea,KOR,KRW,Asia,2000s,1.3317,5.041,2.0171,1.1866,1.7974,0.9764,1757.844,4.63,0.58,High ($1.10–$1.60),54.1,0.6113,0,none,0,72.34,0.455,0.8767,1.0,207.3,1.5147
2008,South Korea,KOR,KRW,Asia,2000s,1.4567,5.5142,2.1245,1.2938,1.8869,1.0289,1922.844,9.39,9.03,High ($1.10–$1.60),54.2,0.6672,0,none,0,99.67,0.6269,0.8298,1.28,215.3,1.4584
2009,South Korea,KOR,KRW,Asia,2000s,1.381,5.2277,2.0216,1.2566,1.8395,1.0187,1822.92,-5.2,-2.88,High ($1.10–$1.60),54.3,0.6311,0,none,0,61.74,0.3883,0.9927,0.78,214.5,1.4639
2010,South Korea,KOR,KRW,Asia,2010s,1.3051,4.9403,1.879,1.1805,1.6996,0.9491,1722.732,-5.5,-6.06,High ($1.10–$1.60),54.3,0.5964,0,none,0,79.61,0.5007,0.8044,1.0,218.1,1.4397
2011,South Korea,KOR,KRW,Asia,2010s,1.3489,5.1061,1.8833,1.2293,1.7163,0.9744,1780.548,3.36,4.13,High ($1.10–$1.60),54.4,0.6151,0,none,0,111.26,0.6998,0.6491,1.0,224.9,1.3962
2012,South Korea,KOR,KRW,Asia,2010s,1.317,4.9854,1.8011,1.1845,1.6199,0.9692,1738.44,-2.36,-3.64,High ($1.10–$1.60),54.5,0.5992,0,none,0,112.01,0.7045,0.6125,1.0,229.6,1.3676
2013,South Korea,KOR,KRW,Asia,2010s,1.3761,5.2091,1.8545,1.2188,1.6425,1.0133,1816.452,4.49,2.9,High ($1.10–$1.60),54.6,0.6247,0,none,0,108.66,0.6835,0.6926,1.0,233.0,1.3476
2014,South Korea,KOR,KRW,Asia,2010s,1.364,5.1633,1.8094,1.2285,1.6297,0.892,1800.48,-0.88,0.8,High ($1.10–$1.60),54.7,0.6179,0,none,0,98.97,0.6225,0.7415,1.0,236.7,1.3266
2015,South Korea,KOR,KRW,Asia,2010s,1.315,4.9778,1.7422,1.172,1.5528,0.938,1735.8,-3.59,-4.6,High ($1.10–$1.60),54.7,0.5957,0,none,0,52.39,0.3295,0.9855,1.0,237.0,1.3249
2016,South Korea,KOR,KRW,Asia,2010s,1.3865,5.2485,1.814,1.2106,1.5839,0.9993,1830.18,5.44,3.29,High ($1.10–$1.60),54.8,0.6267,0,none,0,43.74,0.2751,1.1114,1.0,240.0,1.3083
2017,South Korea,KOR,KRW,Asia,2010s,1.4049,5.3181,1.7998,1.2321,1.5785,0.9869,1854.468,1.33,1.78,High ($1.10–$1.60),54.9,0.6336,0,none,0,54.25,0.3412,1.0637,1.0,245.1,1.2811
2018,South Korea,KOR,KRW,Asia,2010s,1.4913,5.6452,1.8649,1.3457,1.6828,1.071,1968.516,6.15,9.22,High ($1.10–$1.60),55.0,0.6711,0,none,0,71.34,0.4487,1.0426,1.0,251.1,1.2505
2019,South Korea,KOR,KRW,Asia,2010s,1.5179,5.7459,1.864,1.3488,1.6563,1.1205,2003.628,1.78,0.23,High ($1.10–$1.60),55.0,0.6831,0,none,0,64.37,0.4049,1.113,1.0,255.7,1.228
2020,South Korea,KOR,KRW,Asia,2020s,1.5631,5.917,1.8965,1.4099,1.7106,1.0886,2063.292,2.98,4.53,High ($1.10–$1.60),55.1,0.7018,0,none,0,41.84,0.2632,1.2999,0.72,258.8,1.2133
2021,South Korea,KOR,KRW,Asia,2020s,1.75,6.6245,2.0277,1.5537,1.8002,1.2913,2310.0,11.96,10.2,Very High (>$1.60),55.2,0.784,0,none,0,70.86,0.4457,1.3043,1.0,271.0,1.1587
2022,South Korea,KOR,KRW,Asia,2020s,1.8769,7.1048,2.0135,1.6758,1.7977,1.3527,2477.508,7.25,7.86,Very High (>$1.60),55.3,0.839,0,none,0,101.32,0.6373,1.2396,1.3,292.7,1.0728
2023,South Korea,KOR,KRW,Asia,2020s,1.6237,6.1464,1.6733,1.4608,1.5054,1.1542,2143.284,-13.49,-12.83,Very High (>$1.60),55.4,0.7242,0,none,0,82.49,0.5188,1.1049,1.0,304.7,1.0305
2024,South Korea,KOR,KRW,Asia,2020s,1.6111,6.0987,1.6111,1.4428,1.4428,1.1327,2126.652,-0.78,-1.23,Very High (>$1.60),55.4,0.7186,0,none,0,80.0,0.5032,1.1079,1.0,314.0,1.0
1924,Turkey,TUR,TRY,Europe/Asia,1920s,0.0151,0.0572,0.2773,0.0149,0.2736,0.0101,0.4832,,,Very Low (<$0.30),24.0,0.0115,0,none,0,1.43,0.009,0.0061,1.0,17.1,18.3626
1925,Turkey,TUR,TRY,Europe/Asia,1920s,0.0151,0.0572,0.2709,0.0152,0.2727,0.0098,0.4832,0.0,2.01,Very Low (<$0.30),24.0,0.0115,0,none,0,1.68,0.0106,0.0045,1.0,17.5,17.9429
1926,Turkey,TUR,TRY,Europe/Asia,1920s,0.0159,0.0602,0.2821,0.016,0.2838,0.0104,0.5088,5.3,5.26,Very Low (<$0.30),24.0,0.0121,0,none,0,1.88,0.0118,0.0041,1.0,17.7,17.7401
1927,Turkey,TUR,TRY,Europe/Asia,1920s,0.0157,0.0594,0.2833,0.0157,0.2833,0.0101,0.5024,-1.26,-1.88,Very Low (<$0.30),24.0,0.0119,0,none,0,1.3,0.0082,0.0075,1.0,17.4,18.046
1928,Turkey,TUR,TRY,Europe/Asia,1920s,0.016,0.0606,0.2938,0.0161,0.2956,0.0101,0.512,1.91,2.55,Very Low (<$0.30),24.0,0.0122,0,none,0,1.17,0.0074,0.0086,1.0,17.1,18.3626
1929,Turkey,TUR,TRY,Europe/Asia,1920s,0.0156,0.0591,0.2865,0.0155,0.2846,0.0099,0.4992,-2.5,-3.73,Very Low (<$0.30),24.0,0.0119,0,none,0,1.27,0.008,0.0076,1.0,17.1,18.3626
1930,Turkey,TUR,TRY,Europe/Asia,1930s,0.0166,0.0628,0.3121,0.0165,0.3102,0.0106,0.5312,6.41,6.45,Very Low (<$0.30),24.0,0.0126,0,none,0,1.19,0.0075,0.0091,1.0,16.7,18.8024
1931,Turkey,TUR,TRY,Europe/Asia,1930s,0.0163,0.0617,0.3367,0.016,0.3305,0.0105,0.5216,-1.81,-3.03,Very Low (<$0.30),24.0,0.0124,0,none,0,0.65,0.0041,0.0122,1.0,15.2,20.6579
1932,Turkey,TUR,TRY,Europe/Asia,1930s,0.0163,0.0617,0.3736,0.0162,0.3713,0.0109,0.5216,0.0,1.25,Very Low (<$0.30),24.0,0.0124,0,none,0,0.87,0.0055,0.0108,1.0,13.7,22.9197
1933,Turkey,TUR,TRY,Europe/Asia,1930s,0.0166,0.0628,0.401,0.0167,0.4034,0.0108,0.5312,1.84,3.09,Very Low (<$0.30),24.0,0.0126,0,none,0,0.67,0.0042,0.0124,1.0,13.0,24.1538
1934,Turkey,TUR,TRY,Europe/Asia,1930s,0.0165,0.0625,0.3866,0.0162,0.3796,0.0107,0.528,-0.6,-2.99,Very Low (<$0.30),24.0,0.0125,0,none,0,1.0,0.0063,0.0102,1.0,13.4,23.4328
1935,Turkey,TUR,TRY,Europe/Asia,1930s,0.0169,0.064,0.3873,0.0171,0.3919,0.0107,0.5408,2.42,5.56,Very Low (<$0.30),24.0,0.0128,0,none,0,0.97,0.0061,0.0108,1.0,13.7,22.9197
1936,Turkey,TUR,TRY,Europe/Asia,1930s,0.0176,0.0666,0.3976,0.0176,0.3976,0.0109,0.5632,4.14,2.92,Very Low (<$0.30),24.0,0.0134,0,none,0,1.09,0.0069,0.0107,1.0,13.9,22.5899
1937,Turkey,TUR,TRY,Europe/Asia,1930s,0.017,0.0644,0.3707,0.0169,0.3685,0.0109,0.544,-3.41,-3.98,Very Low (<$0.30),24.0,0.0129,0,none,0,1.18,0.0074,0.0096,1.0,14.4,21.8056
1938,Turkey,TUR,TRY,Europe/Asia,1930s,0.0175,0.0662,0.3897,0.0172,0.383,0.0113,0.56,2.94,1.78,Very Low (<$0.30),24.0,0.0133,0,none,0,1.13,0.0071,0.0104,1.0,14.1,22.2695
1939,Turkey,TUR,TRY,Europe/Asia,1930s,0.0177,0.067,0.3998,0.0176,0.3976,0.0112,0.5664,1.14,2.33,Very Low (<$0.30),24.0,0.0135,0,none,0,1.02,0.0064,0.0113,1.0,13.9,22.5899
1940,Turkey,TUR,TRY,Europe/Asia,1940s,0.0176,0.0666,0.3947,0.0179,0.4015,0.0115,0.5632,-0.56,1.7,Very Low (<$0.30),24.0,0.0134,0,none,0,1.02,0.0064,0.0112,1.0,14.0,22.4286
1941,Turkey,TUR,TRY,Europe/Asia,1940s,0.0183,0.0693,0.3909,0.0182,0.3888,0.0121,0.5856,3.98,1.68,Very Low (<$0.30),24.0,0.0139,0,none,0,1.14,0.0072,0.0111,1.0,14.7,21.3605
1942,Turkey,TUR,TRY,Europe/Asia,1940s,0.0193,0.0731,0.3718,0.0194,0.3737,0.0123,0.6176,5.46,6.59,Very Low (<$0.30),24.0,0.0147,0,none,0,1.19,0.0075,0.0118,1.0,16.3,19.2638
1943,Turkey,TUR,TRY,Europe/Asia,1940s,0.0198,0.075,0.3594,0.0202,0.3666,0.0125,0.6336,2.59,4.12,Very Low (<$0.30),24.0,0.015,0,none,0,1.2,0.0075,0.0123,1.0,17.3,18.1503
1944,Turkey,TUR,TRY,Europe/Asia,1940s,0.0206,0.078,0.3675,0.0208,0.3711,0.0137,0.6592,4.04,2.97,Very Low (<$0.30),24.0,0.0157,0,none,0,1.21,0.0076,0.013,1.0,17.6,17.8409
1945,Turkey,TUR,TRY,Europe/Asia,1940s,0.0211,0.0799,0.3681,0.0205,0.3576,0.0138,0.6752,2.43,-1.44,Very Low (<$0.30),24.0,0.016,0,none,0,1.22,0.0077,0.0134,1.0,18.0,17.4444
1946,Turkey,TUR,TRY,Europe/Asia,1940s,0.0226,0.0856,0.3639,0.0224,0.3607,0.0148,0.7232,7.11,9.27,Very Low (<$0.30),24.0,0.0172,0,none,0,1.41,0.0089,0.0137,1.0,19.5,16.1026
1947,Turkey,TUR,TRY,Europe/Asia,1940s,0.0227,0.0859,0.3196,0.0224,0.3154,0.0148,0.7264,0.44,0.0,Very Low (<$0.30),24.0,0.0173,0,none,0,1.93,0.0121,0.0106,1.0,22.3,14.0807
1948,Turkey,TUR,TRY,Europe/Asia,1940s,0.0234,0.0886,0.3049,0.0229,0.2984,0.0154,0.7488,3.08,2.23,Very Low (<$0.30),24.0,0.0178,0,none,0,2.6,0.0164,0.007,1.0,24.1,13.029
1949,Turkey,TUR,TRY,Europe/Asia,1940s,0.0247,0.0935,0.3259,0.0249,0.3285,0.0161,0.7904,5.56,8.73,Very Low (<$0.30),24.0,0.0188,0,none,0,2.54,0.016,0.0087,1.0,23.8,13.1933
1950,Turkey,TUR,TRY,Europe/Asia,1950s,0.0256,0.0969,0.3335,0.0253,0.3296,0.0169,0.8192,3.64,1.61,Very Low (<$0.30),36.0,0.0164,0,none,0,2.51,0.0158,0.0098,1.0,24.1,13.029
1951,Turkey,TUR,TRY,Europe/Asia,1950s,0.0266,0.1007,0.3212,0.0263,0.3176,0.0169,0.8512,3.91,3.95,Very Low (<$0.30),36.0,0.017,0,none,0,2.53,0.0159,0.0107,1.0,26.0,12.0769
1952,Turkey,TUR,TRY,Europe/Asia,1950s,0.0275,0.1041,0.3258,0.0279,0.3306,0.018,0.88,3.38,6.08,Very Low (<$0.30),36.0,0.0176,0,none,0,2.53,0.0159,0.0116,1.0,26.5,11.8491
1953,Turkey,TUR,TRY,Europe/Asia,1950s,0.029,0.1098,0.341,0.0294,0.3458,0.0191,0.928,5.45,5.38,Very Low (<$0.30),36.0,0.0186,0,none,0,2.68,0.0169,0.0121,1.0,26.7,11.7603
1954,Turkey,TUR,TRY,Europe/Asia,1950s,0.0305,0.1155,0.356,0.031,0.3619,0.02,0.976,5.17,5.44,Very Low (<$0.30),36.0,0.0195,0,none,0,2.78,0.0175,0.013,1.0,26.9,11.6729
1955,Turkey,TUR,TRY,Europe/Asia,1950s,0.032,0.1211,0.3749,0.0318,0.3726,0.0205,1.024,4.92,2.58,Very Low (<$0.30),36.0,0.0205,0,none,0,2.77,0.0174,0.0146,1.0,26.8,11.7164
1956,Turkey,TUR,TRY,Europe/Asia,1950s,0.0339,0.1283,0.3913,0.0343,0.396,0.0218,1.0848,5.94,7.86,Very Low (<$0.30),36.0,0.0217,0,none,0,2.79,0.0175,0.0164,1.0,27.2,11.5441
1957,Turkey,TUR,TRY,Europe/Asia,1950s,0.0357,0.1351,0.3989,0.0355,0.3967,0.0234,1.1424,5.31,3.5,Very Low (<$0.30),36.0,0.0228,0,none,0,3.09,0.0194,0.0163,1.0,28.1,11.1744
1958,Turkey,TUR,TRY,Europe/Asia,1950s,0.0373,0.1412,0.4053,0.0372,0.4042,0.0242,1.1936,4.48,4.79,Very Low (<$0.30),36.0,0.0239,0,none,0,3.01,0.0189,0.0184,1.0,28.9,10.8651
1959,Turkey,TUR,TRY,Europe/Asia,1950s,0.0382,0.1446,0.4122,0.0384,0.4144,0.0252,1.2224,2.41,3.23,Very Low (<$0.30),36.0,0.0244,0,none,0,2.9,0.0182,0.02,1.0,29.1,10.7904
1960,Turkey,TUR,TRY,Europe/Asia,1960s,0.0397,0.1503,0.4211,0.0405,0.4296,0.0253,1.2704,3.93,5.47,Very Low (<$0.30),36.0,0.0254,0,none,0,2.88,0.0181,0.0216,1.0,29.6,10.6081
1961,Turkey,TUR,TRY,Europe/Asia,1960s,0.0407,0.1541,0.4274,0.0407,0.4274,0.0265,1.3024,2.52,0.49,Very Low (<$0.30),36.0,0.026,0,none,0,2.89,0.0182,0.0225,1.0,29.9,10.5017
1962,Turkey,TUR,TRY,Europe/Asia,1960s,0.0438,0.1658,0.4554,0.0446,0.4637,0.0286,1.4016,7.62,9.58,Very Low (<$0.30),36.0,0.028,0,none,0,2.9,0.0182,0.0256,1.0,30.2,10.3974
1963,Turkey,TUR,TRY,Europe/Asia,1960s,0.046,0.1741,0.472,0.0461,0.4731,0.0304,1.472,5.02,3.36,Very Low (<$0.30),36.0,0.0294,0,none,0,2.89,0.0182,0.0278,1.0,30.6,10.2614
1964,Turkey,TUR,TRY,Europe/Asia,1960s,0.0488,0.1847,0.4943,0.0488,0.4943,0.0322,1.5616,6.09,5.86,Very Low (<$0.30),36.0,0.0312,0,none,0,2.88,0.0181,0.0307,1.0,31.0,10.129
1965,Turkey,TUR,TRY,Europe/Asia,1960s,0.0512,0.1938,0.5104,0.0503,0.5014,0.0319,1.6384,4.92,3.07,Very Low (<$0.30),36.0,0.0328,0,none,0,2.86,0.018,0.0332,1.0,31.5,9.9683
1966,Turkey,TUR,TRY,Europe/Asia,1960s,0.0538,0.2037,0.5214,0.0542,0.5253,0.0342,1.7216,5.08,7.75,Very Low (<$0.30),36.0,0.0344,0,none,0,2.88,0.0181,0.0357,1.0,32.4,9.6914
1967,Turkey,TUR,TRY,Europe/Asia,1960s,0.0554,0.2097,0.5208,0.0554,0.5208,0.0361,1.7728,2.97,2.21,Very Low (<$0.30),36.0,0.0355,0,none,0,2.92,0.0184,0.037,1.0,33.4,9.4012
1968,Turkey,TUR,TRY,Europe/Asia,1960s,0.0597,0.226,0.5387,0.06,0.5414,0.0381,1.9104,7.76,8.3,Very Low (<$0.30),36.0,0.0382,0,none,0,2.94,0.0185,0.0412,1.0,34.8,9.023
1969,Turkey,TUR,TRY,Europe/Asia,1960s,0.062,0.2347,0.5305,0.0618,0.5288,0.04,1.984,3.85,3.0,Very Low (<$0.30),36.0,0.0397,0,none,0,3.09,0.0194,0.0426,1.0,36.7,8.5559
1970,Turkey,TUR,TRY,Europe/Asia,1970s,0.0645,0.2442,0.522,0.063,0.5098,0.0415,2.064,4.03,1.94,Very Low (<$0.30),48.0,0.0335,0,none,0,3.18,0.02,0.0445,1.0,38.8,8.0928
1971,Turkey,TUR,TRY,Europe/Asia,1970s,0.075,0.2839,0.5815,0.0753,0.5838,0.0486,2.4,16.28,19.52,Very Low (<$0.30),48.0,0.039,0,none,0,3.6,0.0226,0.0524,1.0,40.5,7.7531
1972,Turkey,TUR,TRY,Europe/Asia,1970s,0.085,0.3218,0.6385,0.0857,0.6438,0.0553,2.72,13.33,13.81,Very Low (<$0.30),48.0,0.0442,0,none,0,3.6,0.0226,0.0624,1.0,41.8,7.512
1973,Turkey,TUR,TRY,Europe/Asia,1970s,0.0928,0.3513,0.6563,0.0904,0.6393,0.0595,2.9696,9.18,5.48,Very Low (<$0.30),48.0,0.0483,0,none,0,4.75,0.0299,0.0629,1.2,44.4,7.0721
1974,Turkey,TUR,TRY,Europe/Asia,1970s,0.104,0.3937,0.6624,0.1015,0.6465,0.0675,3.328,12.07,12.28,Very Low (<$0.30),48.0,0.0541,0,none,0,9.35,0.0588,0.0452,1.55,49.3,6.3692
1975,Turkey,TUR,TRY,Europe/Asia,1970s,0.1218,0.4611,0.7109,0.1211,0.7068,0.0807,3.8976,17.12,19.31,Very Low (<$0.30),48.0,0.0633,0,none,0,10.72,0.0674,0.0544,1.0,53.8,5.8364
1976,Turkey,TUR,TRY,Europe/Asia,1970s,0.1226,0.4641,0.6766,0.1224,0.6755,0.079,3.9232,0.66,1.07,Very Low (<$0.30),48.0,0.0638,0,none,0,11.51,0.0724,0.0502,1.0,56.9,5.5185
1977,Turkey,TUR,TRY,Europe/Asia,1970s,0.1288,0.4876,0.6674,0.1325,0.6866,0.0843,4.1216,5.06,8.25,Very Low (<$0.30),48.0,0.067,0,none,0,13.92,0.0876,0.0412,1.0,60.6,5.1815
1978,Turkey,TUR,TRY,Europe/Asia,1970s,0.1315,0.4978,0.6333,0.1316,0.6338,0.0857,4.208,2.1,-0.68,Very Low (<$0.30),48.0,0.0684,0,none,0,14.02,0.0882,0.0433,1.0,65.2,4.816
1979,Turkey,TUR,TRY,Europe/Asia,1970s,0.1378,0.5216,0.596,0.1368,0.5917,0.0891,4.4096,4.79,3.95,Very Low (<$0.30),48.0,0.0717,0,none,0,31.61,0.1988,-0.061,1.3,72.6,4.3251
1980,Turkey,TUR,TRY,Europe/Asia,1980s,0.1417,0.5364,0.54,0.1423,0.5423,0.0929,4.5344,2.83,4.02,Very Low (<$0.30),60.0,0.0567,0,none,0,36.83,0.2317,-0.09,1.25,82.4,3.8107
1981,Turkey,TUR,TRY,Europe/Asia,1980s,0.1433,0.5424,0.495,0.1394,0.4815,0.0933,4.5856,1.13,-2.04,Very Low (<$0.30),60.1,0.0572,0,none,0,35.75,0.2249,-0.0816,1.0,90.9,3.4543
1982,Turkey,TUR,TRY,Europe/Asia,1980s,0.1561,0.5909,0.5079,0.1603,0.5216,0.1013,4.9952,8.93,14.99,Very Low (<$0.30),60.2,0.0621,0,none,0,31.82,0.2001,-0.044,1.0,96.5,3.2539
1983,Turkey,TUR,TRY,Europe/Asia,1980s,0.1612,0.6102,0.5082,0.1584,0.4994,0.1059,5.1584,3.27,-1.19,Very Low (<$0.30),60.3,0.064,0,none,0,29.55,0.1859,-0.0247,1.0,99.6,3.1526
1984,Turkey,TUR,TRY,Europe/Asia,1980s,0.1702,0.6443,0.5144,0.1696,0.5126,0.1088,5.4464,5.58,7.07,Very Low (<$0.30),60.4,0.0674,0,none,0,28.78,0.181,-0.0108,1.0,103.9,3.0221
